close,wma,hma
1200.08,1188.77,1177.24
1186.95,1190.2,1183.85
1204.42,1194.09,1189.16
1208.67,1197.79,1193.21
1193.13,1197.88,1195.94
1210.29,1200.69,1197.45
1214.25,1203.53,1198.82
1224.21,1207.72,1200.34
1220.14,1210.69,1202.62
1212.96,1211.88,1205.77
1208.55,1212.07,1209.11
1185.11,1207.85,1211.95
1187.64,1204.11,1213.23
1188.62,1200.86,1212.08
1172.92,1195.12,1208.43
1178.01,1190.68,1202.94
1193.32,1189.6,1196.57
1199.3,1189.99,1191.04
1201.13,1191.17,1187.39
1197.53,1192.04,1186.29
1208.01,1195.09,1187.46
1208.19,1198.19,1190.28
1214.13,1201.94,1194.16
1217.7,1205.87,1198.25
1219.37,1209.57,1202.05
1226.82,1213.78,1205.7
1226.83,1217.1,1209.4
1224.4,1219.37,1213.1
1223.91,1221.1,1216.62
1229,1223.34,1219.64
1232.29,1225.6,1222.17
1234.14,1227.76,1224.09
1237.64,1230.08,1225.77
1237.19,1231.9,1227.44
1233.73,1232.73,1229.28
1233.16,1233.2,1231.24
1220.16,1231.18,1232.93
1214.55,1228.27,1233.67
1227.48,1227.89,1233.02
1235.48,1228.9,1231.31
1236.31,1229.94,1229.22
1233.84,1230.46,1227.68
1243.92,1232.82,1227.34
1246.1,1235.46,1228.57
1250.93,1238.81,1231.14
1248.32,1241.38,1234.62
1259.96,1245.79,1238.15
1257.69,1249.06,1241.76
1276.12,1254.9,1245.33
1278.54,1260.3,1249.27
1272.86,1263.88,1253.67
1285.46,1269.08,1258.37
1282.68,1272.85,1263.56
1286.26,1276.55,1268.58
1284.3,1279.18,1273.24
1287.41,1281.76,1277.06
1274.5,1281.28,1280.14
1286.11,1282.65,1281.93
1298.74,1285.79,1283.12
1299.71,1288.71,1283.94
1305.66,1292.32,1284.99
1307.55,1295.68,1287.05
1306.63,1298.47,1290.09
1311.35,1301.68,1294.01
1304.71,1303.22,1298.23
1292.48,1302.18,1301.93
1289.35,1300.47,1304.08
1294.9,1299.5,1304.58
1296.98,1298.75,1303.47
1290.56,1296.86,1301.27
1287.49,1294.59,1298.68
1301.28,1295.15,1296.18
1311.21,1297.63,1294.52
1307.71,1299.39,1294.26
1310.42,1301.7,1295.26
1295,1301.12,1297.41
1297.39,1300.92,1299.87
1281.81,1297.74,1302.02
1279.57,1294.39,1302.59
1294.43,1294.06,1301.06
1298.87,1294.47,1298.07
1297.99,1294.51,1294.82
1306.6,1296.17,1292.43
1306.7,1297.94,1291.86
1300.84,1298.66,1293.28
1299.74,1299.35,1295.79
1293.7,1298.86,1298.64
1290.83,1297.92,1300.45
1294.5,1297.48,1300.9
1289.07,1295.78,1300.17
1279.29,1292.4,1298.38
1274.02,1288.42,1295.87
1280.13,1285.98,1292.93
1283.65,1284.66,1289.75
1276.41,1282.45,1286.68
1276.39,1280.68,1283.91
1279.51,1279.9,1281.63
1281.7,1279.78,1280.09
1290.85,1281.48,1279.34
1297.03,1284.38,1279.43
1299.94,1287.66,1280.46
1309.57,1292.31,1282.56
1324.04,1298.96,1286
1332.92,1306.41,1290.85
1330.06,1312.45,1296.99
1339.88,1319.3,1304.01
1334.95,1324.1,1311.51
1341.33,1329.06,1318.67
1354.57,1335.33,1325.11
1353.81,1340.31,1330.72
1358.5,1345.11,1335.51
1359.09,1348.95,1339.98
1362.94,1352.59,1344.35
1378.4,1358.33,1348.65
1377.4,1363.07,1353.08
1373.38,1366.21,1357.65
1375.82,1369.19,1361.96
1378.32,1371.88,1366.08
1382.23,1374.61,1369.77
1397.19,1379.56,1372.8
1391.93,1382.76,1375.69
1407.45,1388.17,1378.46
1408.41,1392.88,1381.93
1416.66,1398.27,1386.33
1415.32,1402.71,1391.51
1417.33,1406.83,1397.07
1423.46,1411.26,1402.51
1405.99,1411.66,1407.47
1412.06,1412.65,1411.19
1425.07,1415.47,1413.68
1422.86,1417.37,1415.02
1416.14,1417.5,1415.9
1420.95,1418.34,1416.42
1434.44,1421.4,1417.17
1440.48,1425.24,1418.44
1434.09,1427.46,1420.59
1439.2,1430.31,1423.37
1449.09,1434.66,1426.47
1461.41,1440.48,1430.16
1472.05,1447.33,1434.47
1478.77,1454.55,1439.47
1490.82,1462.94,1445.37
1474.2,1466.95,1452.48
1499.22,1474.54,1460.01
1506.37,1482.26,1467.79
1505.72,1488.66,1475.19
1500.35,1492.78,1482.05
1499.81,1495.69,1488.08
1497.3,1497.22,1493.15
1489.11,1496.61,1496.95
1488.95,1495.67,1499.03
1514.11,1499.11,1499.32
1526.74,1504.42,1498.6
1521.52,1507.83,1498.76
1523.29,1511.16,1500.36
1532.07,1515.77,1503.93
1546.64,1522.55,1509.12
1528.74,1525.24,1515.44
1540.13,1529.48,1521.41
1530.32,1531.15,1526.53
1518.05,1529.84,1530.24
1541.58,1532.28,1532.34
1539.6,1533.86,1533.26
1540.72,1535.41,1533.28
1549.31,1538.17,1533.29
1559.35,1542.29,1534.13
1560.98,1546.2,1536.43
1566.92,1550.94,1539.92
1577.65,1556.93,1544.75
1576.68,1562.06,1550.16
1578.7,1566.72,1555.8
1586.79,1571.75,1561.6
1598.13,1578.01,1566.97
1591.65,1582.03,1572.23
1568.25,1580.88,1577.17
1543.67,1574.91,1580.97
1529.52,1566.65,1582.3
1478.97,1549.77,1580.07
1523.95,1542.67,1572.41
1544.03,1540.2,1560.79
1560.87,1541.38,1547.75
1544.57,1539.92,1537.16
1561.06,1542.23,1531.42
1549.55,1543.12,1531.62
1550.54,1544.96,1536.04
1520.52,1541.66,1542.21
1528.46,1540.22,1546.58
1489.53,1531.73,1547.35
1470.72,1519.62,1544.23
1490.25,1512.03,1536.65
1516.81,1510.25,1526.41
1527.32,1511.18,1515.67
1521.53,1511.37,1507.54
1529.76,1513.78,1503.38
1545.46,1519.4,1504.21
1559.1,1527.59,1509.12
1549.35,1533.31,1517.19
1553.85,1539.47,1525.6
1574.25,1548.17,1533.56
1582.93,1556.56,1541.05
1584.93,1563.63,1548.25
1597.86,1571.82,1555.36
1589.19,1577.14,1562.68
1578.95,1579.37,1570.01
1601.15,1584.75,1576.58
1614.15,1591.47,1582.25
1621.12,1598.47,1586.86
1622.48,1604.4,1591.28
1617.73,1608.23,1596.22
1623.48,1612.3,1601.68
1630.09,1616.85,1607.51
1617.89,1618.35,1613.23
1627.96,1621.32,1617.52
1643.4,1626.39,1620.47
1643.43,1630.3,1622.95
1631.27,1631.23,1625.4
1607.46,1627.51,1628.06
1593.1,1621.44,1629.97
1619.57,1620.71,1629.85
1601.61,1616.68,1627.83
1581.32,1609.36,1623.55
1562.07,1599.43,1617.33
1539.26,1586.36,1609.85
1555.61,1577.88,1600.93
1522.66,1565.01,1591.1
1490.21,1548.43,1579.72
1516.24,1539.15,1566.38
1528.55,1533.76,1552.65
1452.63,1515.75,1540.37
1433.47,1497.29,1528.18
1403.27,1476.39,1515.86
1465.27,1470,1501.38
1471.04,1466.42,1486.16
1427.42,1456.16,1471.99
1437.7,1450.09,1459.4
1402.19,1439.11,1450.52
1400.5,1429.42,1444.77
1364.09,1415.22,1440.17
1384.63,1407.74,1432.95
1424.38,1408.73,1423.3
1446.45,1413.89,1412.72
1451.9,1419.26,1405.65
1463.98,1427.07,1403.91
1443.57,1431.3,1408.69
1430.88,1432.92,1418.52
1441.33,1436.57,1429.2
1404.64,1432.84,1438.17
1398.69,1427.95,1441.72
1388.41,1420.56,1440.12
1447.04,1423.76,1433.9
1453.71,1427.77,1426.62
1455.4,1431.95,1421.16
1451.45,1435.34,1420
1458.08,1440.17,1423.28
1487.19,1450.03,1430.34
1481.84,1457.9,1439.93
1513.31,1470.74,1449.44
1501.36,1479.44,1459.13
1456.68,1478.15,1468.26
1476.71,1479.26,1476.27
1454.28,1475.75,1482.03
1435.44,1468.81,1484.14
1423.14,1459.99,1481.61
1437.51,1454.3,1474.68
1420.94,1445.98,1465.28
1424.31,1439.46,1454.7
1429.39,1434.92,1445.37
1429.99,1432.02,1437.73
1447.16,1433.53,1432.26
1432.25,1432.5,1430.07
1459.08,1437.17,1429.62
1460.63,1442.02,1431.44
1453.07,1445.05,1434.92
1445.76,1446.2,1439.54
1398.48,1438.6,1443.93
1370.86,1426.39,1446.1
1355.14,1412.3,1443.85
1351.81,1398.94,1435.81
1338.13,1384.53,1422.41
1329.18,1370.47,1404.87
1293.97,1351.88,1386.37
1275.76,1332.98,1368.03
1292.53,1320.49,1350.84
1294.3,1311.24,1335.37
1323.7,1310.09,1321.31
1315.41,1308.8,1310.49
1303.21,1306.29,1303.66
1313.49,1306.6,1301.13
1336.25,1311.74,1302.25
1384.31,1325.65,1306.07
1393.17,1340.18,1312.28
1411.18,1356.17,1321.15
1397.9,1367.29,1333.54
1401.08,1377.07,1348.43
1445.11,1392.91,1364.64
1443.78,1406.31,1380.5
1439.13,1416.52,1394.58
1489.06,1433.34,1406.54
1486.76,1446.55,1418.12
1436.68,1447.92,1430.25
1417.77,1444.9,1441.35
1436.9,1444.91,1449.78
1424.76,1442.25,1453.7
1417.49,1437.77,1452.63
1383.16,1426.76,1447.64
1408.19,1421.42,1439
1408.99,1416.87,1429.61
1429.18,1416.55,1421.49
1427.72,1417.04,1415.58
1414.62,1416.23,1412.31
1434.06,1419.36,1411.82
1434.66,1422.29,1414.09
1451.91,1428.41,1417.74
1457.78,1435.1,1422.48
1459.84,1441.42,1427.5
1472.9,1448.73,1433.36
1464.38,1453.32,1439.84
1469.09,1457.75,1446.83
1484.72,1464.3,1453.43
1448.54,1463.24,1459.4
1457.36,1463.16,1463.67
1466.32,1464.29,1465.91
1454.88,1462.76,1466.58
1449.62,1460.22,1465.62
1455.86,1458.97,1463.58
1431.12,1453.28,1461.22
1442.88,1450.5,1458.07
1429.08,1445.6,1454.91
1388.4,1434.03,1451.26
1415.44,1429.13,1445.5
1434.97,1428.38,1438.96
1425.23,1426.26,1432.27
1405.03,1421.22,1426.38
1405.91,1417.25,1421.99
1413.08,1415.37,1419.18
1404.77,1412.77,1417.29
1415.69,1412.62,1415.92
1420.66,1413.88,1414.31
1423.96,1415.88,1412.63
1412.44,1415.15,1412.29
1404.81,1413.09,1412.92
1375.86,1406.3,1413.91
1359.07,1397.37,1413.52
1352.86,1388.14,1410.41
1358.69,1380.93,1403.74
1373.11,1377.34,1394.09
1359.45,1371.83,1383.81
1371.13,1369.48,1374.49
1374.26,1368.59,1368.14
1383.89,1370.36,1365.18
1376.63,1371.33,1365.5
1361.57,1370.07,1367.59
1367.42,1370.13,1369.99
1369.35,1370.39,1371.75
1356.21,1367.97,1372.43
1341.13,1362.85,1371.69
1328.4,1355.99,1369.07
1337.18,1351.3,1364.84
1349.86,1349.53,1359.3
1346.63,1347.61,1353.63
1342.72,1345.66,1348.51
1326.14,1341.31,1344.77
1327.13,1337.79,1342.45
1332.45,1335.97,1340.95
1308.46,1330.46,1339.48
1298.71,1324.04,1336.81
1230.77,1306.04,1332.46
1224.62,1288.69,1324.68
1230.84,1274.53,1313.05
1262.36,1268.26,1297.75
1257.73,1262.68,1281.25
1258.26,1258.74,1266.1
1255.45,1255.53,1255.37
1283.56,1258.72,1250.21
1295.87,1265.05,1250.6
1277.03,1268.18,1255.34
1301.48,1276.15,1261.29
1295.41,1281.73,1268.38
1289.99,1285.04,1275.22
1293.1,1287.83,1281.54
1290.49,1289.6,1286.48
1308.34,1294.01,1289.81
1314.63,1298.66,1292.02
1288.59,1297.5,1294.2
1271.79,1293.19,1295.96
1271.42,1289.25,1296.72
1264.07,1284.07,1296.27
1274.28,1281.44,1293.32
1292.81,1282.55,1288.53
1276.84,1280.71,1283.43
1280.25,1279.79,1279.13
1295.24,1281.78,1277.12
1296.49,1284.23,1277.6
1290.66,1285.96,1279.77
1296.25,1288.66,1282.81
1314.06,1294.16,1286.03
1311.87,1298.48,1289.38
1332.37,1305.66,1293.09
1326.21,1310.67,1297.82
1321,1314.12,1303.05
1303.98,1313.67,1308.77
1304.21,1312.83,1313.68
1301.38,1311.32,1316.66
1303.88,1310.17,1317.01
1304.62,1308.91,1315.09
1318.05,1309.95,1311.87
1325.33,1312.23,1308.84
1339.21,1316.8,1307.67
1345.82,1322.44,1308.96
1351.64,1328.79,1312.99
1352.21,1334.68,1319.12
1355.08,1340.21,1326.55
1349.05,1343.73,1334.12
1364.28,1349.14,1340.74
1356.42,1352.03,1346.14
1370.5,1356.54,1350.11
1372.18,1360.4,1353.27
1377.1,1364.3,1356.22
1373.08,1366.78,1359.43
1364.27,1367.17,1362.93
1361.47,1366.81,1366.12
1360.5,1366.11,1368.38
1349.9,1363.39,1369.13
1354.01,1361.4,1368.2
1360.44,1360.76,1365.71
1355.95,1359.23,1362.82
1368.9,1360.33,1360
1376.26,1362.82,1358.4
1387.48,1367.36,1358.41
1396.62,1373.31,1360.43
1391.22,1377.69,1364.58
1392.01,1381.66,1370.16
1379.34,1382.77,1376.26
1382.02,1383.82,1381.68
1389.56,1385.74,1385.44
1389.16,1387.05,1387.24
1401.84,1390.06,1387.62
1408.78,1393.74,1387.63
1409.18,1396.9,1388.51
1413.07,1400.37,1390.84
1415.05,1403.91,1394.56
1423.39,1408.52,1399.18
1422.67,1412.44,1403.97
1408.16,1412.93,1408.56
1411.23,1413.5,1412.14
1412.33,1413.88,1414.46
1414.94,1414.31,1415.57
1421.48,1415.69,1415.6
1404.01,1413.66,1415.17
1402.61,1411.48,1414.38
1379.02,1405.19,1413.44
1377.37,1399.26,1411.6
1375.14,1393.76,1408.23
1396.03,1392.93,1402.99
1395.21,1392.16,1397.17
1405.26,1393.52,1391.89
1410.63,1395.98,1388.89
1394.69,1395.61,1389
1402.92,1397.24,1391.28
1405.21,1399.29,1394.95
1396.84,1399.78,1398.32
1388.29,1398.4,1400.61
1392.73,1397.61,1401.19
1402.79,1398.34,1400.56
1408.51,1399.99,1399.2
1415.73,1402.71,1398.25
1440.94,1409.82,1398.4
1454.24,1418.79,1400.65
1449.4,1425.81,1405.91
1453.16,1432.66,1413.61
1458.02,1439.53,1422.82
1457.3,1445.15,1432.24
1469.19,1451.68,1440.67
1463.71,1455.82,1447.63
1457.02,1457.64,1452.79
1456.02,1458.39,1456.35
1471.85,1461.29,1458.74
1471.02,1463.48,1460.4
1451.36,1461.79,1461.59
1461.91,1461.98,1462.24
1467.29,1462.99,1462.61
1468.7,1464.08,1462.8
1460.92,1463.56,1463.16
1468.49,1464.56,1463.34
1477.48,1467.11,1463.65
1483.24,1470.33,1464.46
1485.75,1473.52,1466.2
1491.81,1477.55,1468.75
1493.21,1481.47,1472.07
1495.83,1485.09,1476.24
1503.21,1489.45,1480.7
1507.58,1493.94,1485.24
1507.92,1497.79,1489.54
1518.01,1502.62,1493.66
1529.23,1508.59,1497.78
1524.53,1512.76,1502.25
1530.42,1517.25,1506.98
1535.66,1521.89,1512
1533.41,1525.31,1517.02
1538.55,1528.94,1521.7
1520.81,1528.57,1525.92
1541.56,1531.65,1528.89
1543.92,1534.55,1531.01
1543.85,1536.77,1532.6
1538.13,1537.49,1534.09
1520.55,1534.85,1535.51
1518.79,1531.96,1536.51
1502.39,1526.29,1536.51
1500.2,1520.84,1534.51
1519.38,1519.48,1530.32
1528.98,1520.21,1524.71
1522.41,1519.6,1519.74
1522.27,1519.31,1516.35
1520.31,1519.06,1515.44
1544.55,1523.64,1516.51
1541.97,1527.64,1519.21
1546.62,1532.09,1522.78
1542.36,1535.26,1526.64
1542.85,1537.8,1530.67
1550.77,1541,1534.76
1551.41,1543.75,1538.59
1556.97,1547.09,1541.78
1563.13,1550.93,1544.47
1560.17,1553.49,1546.99
1564.58,1556.13,1549.79
1559.05,1557.4,1552.74
1561.63,1558.82,1555.67
1565.35,1560.65,1558.1
1568.6,1562.65,1559.94
1583.27,1566.85,1561.35
1579.73,1569.82,1562.94
1584.32,1573.11,1565.1
1584.77,1575.98,1568.14
1583.18,1578.16,1571.76
1582.13,1579.74,1575.55
1580.87,1580.77,1578.73
1581.36,1581.5,1580.99
1579.12,1581.45,1582.16
1565.41,1578.67,1582.4
1570.64,1576.89,1581.69
1584.23,1577.81,1580.16
1584.91,1578.78,1578.56
1589.51,1580.57,1577.32
1590.13,1582.38,1577.11
1591.89,1584.39,1578.2
1591.99,1586.25,1580.5
1600.16,1589.38,1583.49
1585.79,1589.56,1586.69
1585.67,1589.6,1589.1
1587.35,1589.57,1590.64
1569.73,1586.04,1591.21
1570.28,1582.87,1590.29
1543.13,1575.03,1588.15
1539.39,1567.35,1584.06
1543.39,1561.33,1578.14
1560.61,1559.31,1570.86
1552.72,1556.43,1563.63
1542.35,1552.53,1557.28
1546.78,1550.23,1552.77
1547.41,1548.74,1550.25
1526.15,1544.12,1549.1
1528.71,1540.75,1548.13
1526.67,1537.77,1546.17
1526.14,1534.99,1543.13
1532.72,1533.65,1539.26
1539.91,1533.81,1535.58
1547.89,1535.8,1532.73
1556.53,1539.45,1531.64
1562.67,1543.95,1532.92
1565.35,1548.66,1536.38
1584.16,1556.46,1541.34
1579.18,1562.29,1547.82
1585.15,1568.3,1554.72
1577.4,1571.83,1561.7
1580.77,1575.04,1567.98
1578.37,1576.95,1573.13
1567.34,1576.15,1576.77
1571.2,1575.69,1578.52
1562.03,1573.31,1578.6
1577.21,1573.69,1577.12
1575.88,1573.62,1575.25
1569.07,1572.46,1573.34
1581.27,1573.7,1572.05
1577.55,1574.33,1571.69
1568.68,1573.35,1572.31
1579.2,1574.51,1573.21
1590.14,1577.63,1574.19
1596.8,1581.56,1575.39
1591,1583.96,1576.98
1599.82,1587.44,1579.4
1593.91,1589.43,1582.58
1593.82,1591.08,1586.13
1594,1592.32,1589.65
1594.58,1593.42,1592.27
1597.76,1594.8,1593.79
1575.55,1591.61,1594.58
1559.56,1585.58,1594.27
1526.81,1574.15,1592.48
1514.95,1561.83,1587.89
1478.49,1544.27,1579.99
1461.74,1525.87,1567.57
1480.2,1513.23,1551.06
1516.79,1509.31,1532.48
1514.35,1506.34,1515.42
1536.83,1508.93,1502.83
1531.17,1511.59,1497.09
1525.06,1513.95,1498.3
1504.89,1513.27,1504.36
1510.41,1513.99,1511.88
1498.22,1512.57,1517.51
1497.67,1510.7,1519.42
1483.25,1505.55,1517.78
1477.58,1499.32,1513.33
1500.75,1498.01,1507.05
1521.62,1500.75,1501.27
1529.42,1505.18,1497.25
1531.21,1509.96,1496.38
1534.97,1515.32,1498.98
1523.24,1518,1504.92
1523.38,1520.47,1512.18
1517.74,1521.46,1519.12
1535.37,1525.28,1523.71
1535.09,1528.11,1526.03
1537.36,1530.31,1526.89
1560.34,1536.02,1527.42
1598.33,1547.93,1529.19
1588.31,1556.77,1533.91
1589.81,1564.84,1541.6
1592.81,1572.46,1551.6
1586.4,1577.65,1562.69
1581.25,1580.76,1572.85
1582.7,1582.98,1580.74
1602.54,1587.94,1585.24
1599.81,1591.18,1587.33
1607.92,1594.76,1588.31
1613.63,1598.51,1589.81
1601.77,1599.83,1592.3
1594.96,1599.67,1595.83
1605.11,1601.26,1599.33
1613.4,1604.13,1602.01
1615.89,1606.96,1603.66
1608.04,1607.74,1604.71
1587.75,1604.36,1605.68
